0	10	5
0.000190687	9.99332	5.00668
0.000372017	9.98696	5.01303
0.000547839	9.98079	5.01918
0.000720406	9.97473	5.02523
0.000891065	9.96872	5.03121
0.00106064	9.96275	5.03716
0.00122963	9.95679	5.04309
0.00139835	9.95084	5.04901
0.001567	9.94488	5.05493
0.0017357	9.93891	5.06085
0.00190452	9.93293	5.06678
0.00207352	9.92694	5.07272
0.00224272	9.92094	5.07867
0.00241214	9.91492	5.08462
0.00258181	9.90889	5.09059
0.00275172	9.90284	5.09656
0.00292189	9.89677	5.10255
0.00309231	9.89069	5.10855
0.003263	9.8846	5.11456
0.00343395	9.87849	5.12058
0.00360517	9.87236	5.12661
0.00377666	9.86622	5.13265
0.00394843	9.86006	5.13871
0.00412047	9.85388	5.14477
0.00429279	9.84769	5.15085
0.00446539	9.84148	5.15694
0.00463827	9.83526	5.16304
0.00481144	9.82901	5.16915
0.00498489	9.82276	5.17528
0.00515864	9.81648	5.18141
0.00533267	9.81019	5.18756
0.005507	9.80388	5.19372
0.00568163	9.79755	5.19989
0.00585655	9.79121	5.20607
0.00603178	9.78485	5.21227
0.00620731	9.77847	5.21848
0.00638315	9.77207	5.2247
0.00655929	9.76565	5.23093
0.00673575	9.75922	5.23718
0.00691251	9.75277	5.24344
0.0070896	9.7463	5.24971
0.007267	9.73982	5.25599
0.00744473	9.73331	5.26229
0.00762278	9.72679	5.2686
0.00780115	9.72025	5.27492
0.00797986	9.71369	5.28125
0.00815889	9.70711	5.2876
0.00833826	9.70051	5.29397
0.00851797	9.69389	5.30034
0.00869802	9.68726	5.30673
0.00887841	9.6806	5.31313
0.00905915	9.67392	5.31955
0.00924023	9.66723	5.32598
0.00942167	9.66052	5.33242
0.00960346	9.65378	5.33888
0.00978561	9.64703	5.34535
0.00996812	9.64026	5.35183
0.010151	9.63346	5.35833
0.0103342	9.62665	5.36485
0.0105178	9.61981	5.37138
0.0107018	9.61296	5.37792
0.0108862	9.60608	5.38448
0.0110709	9.59919	5.39105
0.011256	9.59227	5.39763
0.0114415	9.58533	5.40423
0.0116274	9.57837	5.41085
0.0118137	9.57139	5.41748
